Area Name,Area ID,185,14006,26,9150,97,37,42,123,476,468,9636,6014,6080,95,96,3155,3156,10287,46,51,53,3475,15369,3911,17655,9092,9097,9102,13669,3908,10269,3361,10397,200
St Albans,E07000240,79%,92%,56%,10%,90%,97%,89%,51%,83%,96%,77%,93%,93%,93%,94%,76%,77%,23%,100%,18%,20%,100%,99%,94%,90%,45%,12%,53%,92%,37%,90%,98%,94%,98%
Welwyn Hatfield,E07000241,99%,70%,72%,7%,14%,72%,67%,51%,63%,63%,77%,93%,33%,75%,63%,76%,77%,1%,74%,61%,44%,62%,90%,71%,90%,60%,15%,49%,60%,14%,17%,27%,89%,55%
East Hertfordshire,E07000242,70%,53%,92%,20%,95%,80%,80%,51%,85%,87%,77%,93%,88%,89%,90%,76%,77%,9%,79%,33%,63%,94%,98%,90%,90%,18%,50%,85%,96%,67%,97%,28%,81%,85%
Stevenage,E07000243,97%,57%,95%,20%,27%,60%,54%,51%,17%,28%,77%,93%,40%,48%,40%,76%,77%,12%,33%,91%,60%,12%,60%,30%,90%,22%,5%,0%,32%,22%,22%,28%,12%,16%
East Suffolk,E07000244,41%,10%,27%,37%,90%,45%,26%,17%,79%,56%,49%,9%,11%,71%,63%,87%,57%,17%,33%,33%,57%,28%,59%,69%,59%,87%,73%,79%,70%,67%,59%,68%,84%,80%
West Suffolk,E07000245,93%,52%,35%,40%,91%,6%,48%,17%,59%,63%,49%,9%,11%,81%,77%,87%,57%,25%,29%,33%,8%,37%,85%,75%,59%,82%,61%,52%,74%,5%,24%,24%,14%,66%
Somerset West and Taunton,E07000246,67%,19%,14%,44%,87%,35%,49%,94%,70%,52%,18%,17%,21%,60%,66%,59%,66%,81%,78%,61%,66%,24%,61%,65%,54%,86%,77%,75%,64%,18%,81%,29%,83%,73%
Bolton,E08000001,12%,50%,27%,88%,34%,19%,83%,50%,9%,16%,29%,11%,33%,12%,10%,15%,29%,86%,75%,61%,60%,10%,3%,12%,13%,42%,28%,31%,9%,92%,10%,65%,31%,10%
Bury,E08000002,22%,55%,27%,79%,40%,60%,75%,65%,44%,20%,91%,17%,63%,28%,23%,52%,28%,82%,83%,33%,52%,60%,23%,26%,39%,30%,53%,41%,22%,90%,58%,89%,26%,25%
Manchester,E08000003,12%,0%,95%,68%,2%,68%,94%,2%,5%,4%,13%,7%,28%,2%,2%,19%,11%,96%,25%,96%,74%,12%,2%,1%,0%,6%,11%,13%,0%,15%,35%,4%,20%,1%
Oldham,E08000004,81%,13%,31%,87%,44%,8%,74%,9%,16%,10%,13%,2%,11%,11%,5%,3%,6%,14%,25%,80%,86%,13%,1%,12%,7%,36%,48%,45%,4%,98%,14%,75%,18%,13%
Rochdale,E08000005,33%,13%,14%,82%,40%,14%,56%,9%,10%,12%,25%,2%,9%,8%,8%,4%,7%,93%,75%,61%,57%,3%,7%,10%,8%,13%,14%,7%,3%,78%,8%,23%,13%,8%
Salford,E08000006,12%,0%,35%,75%,30%,60%,91%,29%,23%,13%,20%,0%,33%,10%,5%,9%,4%,70%,73%,80%,44%,19%,20%,7%,4%,36%,58%,36%,2%,74%,14%,3%,9%,3%
Stockport,E08000007,82%,60%,27%,57%,20%,73%,64%,59%,65%,43%,77%,81%,71%,47%,48%,72%,28%,74%,91%,18%,66%,52%,59%,51%,62%,73%,63%,47%,27%,93%,66%,86%,26%,72%
Tameside,E08000008,22%,77%,75%,85%,68%,4%,36%,25%,16%,15%,18%,8%,28%,9%,3%,28%,6%,49%,73%,61%,74%,15%,19%,14%,9%,51%,65%,14%,3%,88%,13%,15%,4%,11%
Trafford,E08000009,3%,91%,56%,40%,56%,88%,90%,90%,82%,60%,91%,99%,96%,64%,63%,76%,85%,70%,87%,33%,15%,80%,81%,51%,85%,25%,10%,8%,34%,93%,66%,97%,27%,73%
Wigan,E08000010,67%,6%,22%,96%,38%,11%,44%,44%,27%,7%,62%,25%,81%,14%,11%,11%,23%,72%,86%,61%,68%,53%,33%,20%,20%,17%,45%,26%,9%,96%,20%,6%,16%,20%
Knowsley,E08000011,37%,17%,18%,96%,84%,11%,30%,17%,48%,17%,5%,0%,17%,5%,2%,9%,12%,73%,7%,80%,34%,38%,24%,2%,3%,26%,30%,21%,1%,77%,1%,0%,6%,1%
Liverpool,E08000012,22%,5%,0%,95%,40%,65%,73%,51%,4%,8%,7%,5%,17%,4%,2%,8%,5%,98%,1%,80%,74%,43%,15%,2%,6%,5%,4%,14%,1%,91%,20%,6%,31%,0%
St. Helens,E08000013,92%,71%,18%,95%,81%,43%,57%,81%,19%,11%,57%,8%,17%,14%,9%,12%,26%,79%,11%,61%,15%,36%,34%,18%,41%,10%,26%,7%,8%,96%,37%,2%,78%,12%
Sefton,E08000014,29%,24%,3%,80%,34%,44%,44%,84%,46%,32%,77%,17%,71%,20%,29%,53%,45%,96%,20%,33%,52%,51%,47%,17%,41%,30%,50%,23%,21%,98%,31%,12%,19%,18%
Wirral,E08000015,94%,20%,14%,80%,65%,39%,51%,66%,56%,21%,62%,77%,11%,18%,17%,16%,36%,90%,12%,33%,71%,40%,49%,18%,10%,5%,18%,3%,14%,99%,30%,60%,69%,14%
Barnsley,E08000016,89%,6%,56%,96%,38%,11%,41%,13%,14%,4%,57%,3%,21%,10%,10%,1%,15%,43%,61%,61%,40%,15%,15%,19%,15%,33%,73%,53%,11%,99%,15%,3%,0%,57%
Doncaster,E08000017,24%,4%,22%,95%,21%,5%,78%,43%,6%,3%,29%,4%,5%,18%,9%,4%,1%,30%,62%,61%,20%,26%,11%,20%,16%,9%,61%,26%,10%,86%,6%,1%,15%,16%
Rotherham,E08000018,90%,6%,56%,89%,27%,15%,50%,13%,25%,12%,62%,9%,33%,14%,9%,9%,2%,43%,62%,61%,27%,13%,12%,19%,17%,61%,86%,31%,11%,95%,15%,7%,17%,71%
Sheffield,E08000019,13%,1%,63%,88%,6%,69%,32%,16%,26%,18%,9%,8%,28%,31%,29%,37%,57%,94%,13%,80%,71%,52%,10%,14%,8%,7%,3%,3%,22%,82%,70%,24%,24%,2%
Newcastle upon Tyne,E08000021,37%,3%,11%,87%,10%,65%,41%,14%,3%,17%,7%,5%,63%,12%,17%,16%,17%,19%,36%,80%,68%,47%,2%,7%,4%,25%,26%,36%,5%,81%,61%,82%,28%,56%
North Tyneside,E08000022,27%,24%,27%,85%,12%,51%,20%,67%,44%,24%,69%,30%,81%,26%,25%,28%,3%,67%,24%,33%,63%,32%,17%,20%,38%,33%,53%,29%,13%,89%,38%,83%,9%,18%
South Tyneside,E08000023,33%,6%,27%,94%,9%,8%,20%,67%,15%,13%,14%,2%,76%,6%,11%,4%,9%,49%,10%,33%,86%,11%,3%,8%,5%,25%,28%,36%,2%,87%,22%,27%,40%,7%
Sunderland,E08000024,76%,25%,7%,94%,12%,3%,37%,78%,11%,5%,49%,12%,88%,6%,8%,2%,2%,74%,6%,33%,63%,1%,4%,8%,6%,26%,20%,11%,3%,95%,13%,21%,8%,4%
Birmingham,E08000025,20%,2%,31%,73%,7%,48%,86%,20%,2%,19%,14%,29%,11%,10%,20%,11%,15%,83%,1%,80%,74%,28%,1%,3%,1%,14%,42%,17%,12%,4%,9%,17%,19%,6%
Coventry,E08000026,72%,3%,31%,81%,7%,48%,45%,43%,16%,28%,95%,7%,17%,20%,23%,18%,51%,49%,18%,91%,83%,53%,18%,12%,20%,45%,61%,57%,16%,62%,11%,13%,34%,11%
Dudley,E08000027,37%,8%,63%,78%,44%,25%,29%,19%,15%,30%,54%,7%,6%,35%,25%,41%,34%,72%,26%,61%,80%,37%,14%,20%,17%,51%,35%,14%,23%,96%,5%,21%,13%,29%
Sandwell,E08000028,90%,8%,14%,83%,9%,5%,83%,17%,6%,25%,96%,4%,17%,4%,7%,28%,16%,73%,10%,80%,60%,7%,2%,3%,9%,30%,22%,9%,8%,64%,7%,3%,2%,50%
Solihull,E08000029,92%,28%,99%,43%,30%,63%,53%,84%,60%,71%,69%,60%,76%,71%,69%,90%,66%,46%,28%,33%,31%,83%,68%,64%,46%,60%,26%,49%,61%,60%,80%,73%,79%,81%
Walsall,E08000030,4%,78%,63%,81%,20%,4%,49%,8%,8%,18%,96%,6%,3%,14%,19%,10%,7%,88%,13%,80%,74%,23%,4%,8%,6%,36%,45%,39%,10%,79%,1%,8%,0%,5%
Wolverhampton,E08000031,97%,4%,18%,84%,12%,27%,61%,20%,3%,17%,95%,28%,28%,6%,13%,14%,10%,82%,21%,61%,77%,13%,6%,7%,3%,60%,57%,36%,10%,65%,11%,15%,2%,3%
Bradford,E08000032,35%,12%,7%,93%,29%,31%,53%,9%,7%,4%,13%,1%,11%,12%,15%,17%,38%,13%,28%,61%,71%,22%,0%,9%,10%,22%,26%,7%,12%,84%,17%,68%,29%,14%
Calderdale,E08000033,13%,77%,9%,89%,44%,44%,52%,1%,8%,14%,88%,78%,17%,31%,32%,10%,38%,20%,88%,18%,44%,17%,15%,28%,17%,45%,57%,43%,18%,96%,39%,87%,92%,25%
Kirklees,E08000034,11%,17%,11%,84%,71%,26%,69%,17%,25%,24%,95%,20%,11%,28%,25%,40%,22%,73%,3%,33%,60%,18%,8%,24%,11%,14%,4%,12%,21%,78%,33%,76%,29%,25%
Leeds,E08000035,33%,1%,22%,74%,49%,71%,70%,5%,8%,8%,5%,12%,9%,18%,20%,19%,46%,78%,20%,61%,43%,55%,14%,21%,14%,22%,45%,20%,13%,89%,76%,70%,38%,15%
Wakefield,E08000036,24%,25%,27%,87%,44%,3%,34%,6%,10%,11%,70%,29%,11%,12%,14%,7%,2%,25%,80%,61%,31%,19%,22%,26%,37%,22%,26%,23%,8%,87%,65%,7%,14%,15%
Gateshead,E08000037,18%,19%,10%,93%,14%,33%,24%,59%,21%,19%,17%,66%,88%,13%,17%,7%,7%,80%,14%,33%,38%,9%,6%,11%,12%,22%,7%,12%,5%,80%,26%,61%,10%,15%
City of London,E09000001,2%,100%,1%,4%,24%,100%,100%,12%,0%,0%,99%,87%,100%,67%,78%,58%,60%,100%,9%,98%,0%,92%,100%,86%,99%,20%,22%,29%,60%,2%,0%,91%,64%,47%
Barking and Dagenham,E09000002,96%,24%,97%,30%,74%,35%,94%,2%,26%,60%,88%,40%,63%,10%,19%,7%,15%,95%,4%,98%,97%,70%,12%,3%,9%,36%,73%,98%,14%,0%,3%,5%,3%,9%
Barnet,E09000003,76%,9%,75%,1%,1%,90%,98%,20%,91%,98%,100%,100%,91%,95%,95%,41%,86%,95%,8%,61%,90%,85%,73%,19%,54%,26%,17%,26%,99%,5%,62%,99%,23%,15%
Bexley,E09000004,43%,5%,98%,26%,15%,59%,66%,16%,73%,85%,95%,87%,76%,58%,63%,80%,46%,9%,83%,80%,83%,92%,56%,65%,61%,70%,68%,66%,60%,14%,9%,86%,13%,22%
Brent,E09000005,81%,8%,93%,1%,1%,83%,96%,11%,47%,81%,91%,86%,33%,71%,90%,40%,91%,94%,17%,91%,92%,74%,30%,3%,45%,18%,5%,34%,76%,0%,8%,79%,23%,4%
Bromley,E09000006,4%,19%,81%,13%,23%,93%,81%,59%,84%,86%,99%,96%,99%,86%,85%,90%,88%,84%,68%,18%,90%,97%,86%,72%,77%,64%,32%,82%,91%,10%,86%,96%,75%,59%
Camden,E09000007,48%,21%,1%,0%,25%,97%,100%,25%,64%,85%,84%,85%,85%,99%,100%,67%,85%,99%,7%,98%,80%,96%,67%,5%,1%,0%,1%,3%,59%,59%,92%,83%,6%,13%
Croydon,E09000008,27%,1%,63%,17%,36%,79%,85%,1%,29%,71%,29%,28%,71%,53%,59%,51%,29%,76%,38%,61%,94%,87%,50%,21%,5%,67%,20%,57%,68%,3%,20%,84%,28%,25%
Ealing,E09000009,90%,4%,93%,2%,3%,96%,95%,20%,53%,81%,69%,86%,76%,58%,71%,19%,64%,99%,79%,80%,83%,76%,40%,7%,15%,15%,28%,43%,57%,1%,25%,97%,13%,26%
Enfield,E09000010,82%,9%,72%,9%,12%,78%,96%,3%,56%,82%,57%,61%,33%,60%,74%,66%,27%,20%,16%,80%,83%,84%,48%,9%,7%,1%,24%,3%,77%,1%,25%,94%,4%,9%
Greenwich,E09000011,43%,4%,98%,9%,2%,93%,86%,0%,22%,62%,62%,66%,96%,42%,40%,14%,87%,48%,12%,96%,94%,84%,28%,5%,13%,17%,28%,66%,30%,4%,77%,77%,9%,10%
Hackney,E09000012,92%,2%,75%,2%,47%,99%,99%,6%,29%,81%,49%,87%,96%,44%,59%,15%,24%,91%,6%,98%,99%,87%,23%,0%,1%,1%,20%,4%,25%,1%,90%,68%,0%,0%
Hammersmith and Fulham,E09000013,1%,18%,100%,1%,25%,100%,98%,58%,27%,63%,97%,99%,99%,39%,66%,76%,30%,99%,5%,80%,80%,95%,77%,4%,8%,64%,68%,85%,24%,8%,99%,94%,2%,9%
Haringey,E09000014,29%,10%,81%,2%,73%,90%,95%,15%,24%,72%,8%,67%,76%,50%,78%,40%,60%,86%,11%,91%,98%,86%,38%,2%,11%,11%,17%,11%,62%,3%,73%,87%,8%,17%
Harrow,E09000015,8%,50%,27%,6%,9%,92%,98%,19%,91%,100%,77%,93%,93%,96%,98%,71%,22%,86%,22%,61%,97%,94%,40%,15%,61%,40%,30%,57%,99%,3%,24%,96%,13%,56%
Havering,E09000016,98%,14%,88%,19%,24%,35%,87%,25%,67%,91%,88%,78%,96%,53%,55%,67%,45%,84%,19%,61%,77%,85%,46%,57%,59%,73%,87%,74%,63%,35%,6%,90%,19%,50%
Hillingdon,E09000017,41%,9%,92%,9%,7%,79%,93%,67%,69%,89%,100%,83%,71%,53%,59%,72%,38%,91%,26%,80%,49%,84%,42%,26%,55%,5%,63%,21%,53%,6%,8%,88%,36%,49%
Hounslow,E09000018,11%,10%,35%,5%,53%,91%,92%,50%,48%,79%,91%,86%,81%,47%,59%,33%,30%,76%,21%,91%,77%,67%,34%,10%,20%,75%,28%,45%,56%,2%,7%,79%,43%,49%
Islington,E09000019,99%,8%,75%,4%,74%,98%,99%,7%,44%,79%,88%,78%,81%,48%,48%,46%,45%,73%,11%,98%,98%,99%,41%,1%,2%,2%,2%,2%,15%,8%,98%,88%,33%,12%
Kensington and Chelsea,E09000020,85%,21%,18%,0%,33%,96%,99%,43%,50%,71%,25%,98%,99%,100%,100%,90%,99%,100%,2%,33%,44%,100%,98%,10%,5%,29%,18%,29%,83%,2%,83%,95%,3%,21%
Kingston upon Thames,E09000021,10%,64%,56%,7%,76%,96%,94%,98%,78%,94%,98%,100%,76%,91%,93%,99%,96%,23%,74%,80%,83%,97%,95%,57%,94%,18%,24%,28%,84%,20%,82%,100%,9%,91%
Lambeth,E09000022,80%,0%,97%,6%,31%,100%,87%,5%,18%,67%,18%,66%,93%,31%,66%,17%,10%,83%,24%,91%,96%,97%,34%,1%,2%,22%,10%,21%,19%,7%,97%,61%,25%,8%
Lewisham,E09000023,84%,2%,75%,7%,74%,97%,75%,8%,49%,62%,91%,11%,40%,35%,48%,67%,36%,25%,7%,91%,98%,83%,35%,4%,12%,4%,10%,17%,25%,3%,88%,73%,5%,4%
Merton,E09000024,79%,61%,81%,1%,49%,98%,93%,24%,85%,98%,99%,85%,81%,67%,71%,81%,86%,95%,36%,61%,92%,76%,57%,23%,41%,32%,28%,25%,78%,37%,81%,97%,5%,54%
Newham,E09000025,98%,10%,10%,11%,47%,92%,95%,1%,45%,81%,54%,92%,93%,39%,46%,12%,59%,69%,0%,100%,96%,79%,13%,0%,8%,67%,58%,77%,53%,0%,14%,62%,4%,1%
Redbridge,E09000026,3%,15%,93%,8%,3%,84%,97%,12%,67%,92%,69%,97%,85%,73%,82%,15%,51%,92%,3%,91%,97%,90%,33%,11%,79%,48%,32%,23%,91%,9%,5%,90%,8%,52%
Richmond upon Thames,E09000027,3%,31%,95%,1%,44%,99%,95%,12%,98%,98%,98%,99%,99%,96%,99%,99%,93%,98%,35%,33%,86%,98%,100%,78%,95%,48%,8%,19%,86%,81%,97%,100%,92%,86%
Southwark,E09000028,95%,5%,22%,4%,31%,91%,91%,6%,30%,85%,23%,96%,71%,50%,71%,52%,27%,40%,15%,98%,94%,92%,37%,1%,1%,11%,2%,5%,23%,4%,95%,62%,40%,4%
Sutton,E09000029,79%,63%,31%,15%,25%,86%,74%,64%,80%,92%,99%,100%,96%,67%,69%,76%,90%,67%,71%,80%,94%,87%,79%,60%,85%,38%,33%,43%,70%,34%,18%,97%,42%,88%
Tower Hamlets,E09000030,48%,10%,31%,8%,25%,84%,96%,2%,47%,72%,28%,74%,88%,58%,51%,72%,5%,79%,0%,100%,80%,97%,12%,0%,0%,7%,28%,16%,25%,6%,28%,90%,7%,2%
Waltham Forest,E09000031,90%,20%,88%,5%,12%,95%,94%,7%,69%,89%,97%,71%,88%,56%,80%,51%,90%,87%,12%,96%,99%,86%,21%,6%,15%,26%,42%,39%,69%,1%,21%,88%,0%,19%
Wandsworth,E09000032,76%,18%,100%,4%,59%,99%,91%,23%,65%,93%,14%,78%,91%,60%,77%,75%,99%,87%,2%,80%,97%,99%,78%,9%,12%,33%,4%,4%,52%,11%,100%,99%,2%,28%
Westminster,E09000033,95%,17%,99%,0%,11%,98%,100%,98%,2%,46%,88%,98%,88%,100%,100%,76%,61%,99%,1%,96%,24%,98%,95%,6%,3%,15%,17%,32%,93%,32%,68%,91%,17%,3%
Cambridgeshire,E10000003,70%,59%,56%,36%,56%,71%,58%,65%,92%,61%,70%,81%,21%,83%,80%,59%,88%,38%,89%,33%,7%,72%,85%,76%,56%,76%,73%,73%,78%,21%,68%,75%,84%,84%
Cumbria,E10000006,31%,22%,3%,92%,85%,20%,21%,40%,30%,22%,54%,17%,33%,39%,42%,29%,61%,74%,74%,6%,14%,65%,50%,69%,67%,57%,71%,53%,26%,77%,78%,29%,85%,62%
Derbyshire,E10000007,24%,21%,14%,76%,85%,34%,27%,82%,72%,58%,70%,26%,28%,42%,40%,24%,30%,46%,69%,18%,9%,40%,66%,57%,18%,50%,78%,53%,54%,87%,63%,66%,31%,61%
Devon,E10000008,24%,62%,63%,28%,100%,43%,43%,88%,75%,75%,49%,61%,40%,77%,82%,81%,91%,47%,93%,61%,66%,18%,57%,68%,70%,84%,78%,89%,72%,38%,83%,81%,82%,78%
East Sussex,E10000011,85%,28%,35%,24%,71%,24%,55%,10%,14%,14%,23%,13%,11%,62%,71%,47%,36%,39%,39%,33%,86%,55%,38%,60%,46%,64%,50%,61%,60%,17%,70%,78%,36%,57%
Essex,E10000012,37%,28%,63%,25%,65%,27%,70%,78%,60%,54%,77%,33%,63%,62%,57%,59%,68%,38%,82%,33%,52%,71%,72%,61%,62%,67%,48%,39%,66%,29%,29%,17%,66%,56%
Gloucestershire,E10000013,81%,62%,27%,37%,76%,62%,55%,94%,30%,54%,84%,88%,40%,64%,66%,90%,80%,26%,84%,33%,44%,58%,71%,75%,77%,66%,53%,57%,67%,39%,69%,89%,78%,66%
Hampshire,E10000014,67%,28%,84%,30%,81%,47%,61%,25%,60%,77%,25%,74%,81%,87%,82%,83%,73%,12%,27%,33%,57%,79%,73%,85%,81%,45%,35%,61%,84%,59%,76%,73%,77%,81%
Hertfordshire,E10000015,85%,59%,75%,13%,60%,77%,86%,51%,70%,79%,77%,93%,76%,77%,74%,76%,77%,16%,86%,33%,44%,86%,91%,74%,90%,38%,39%,36%,76%,26%,66%,70%,72%,67%
Kent,E10000016,41%,28%,56%,29%,49%,40%,71%,47%,43%,15%,9%,67%,76%,50%,51%,67%,39%,44%,64%,61%,52%,66%,40%,58%,50%,38%,57%,66%,56%,30%,63%,17%,77%,58%
Lancashire,E10000017,43%,22%,11%,88%,40%,30%,51%,68%,28%,23%,62%,33%,33%,26%,23%,19%,51%,34%,67%,18%,22%,38%,26%,28%,42%,85%,82%,79%,17%,93%,37%,26%,43%,18%
Leicestershire,E10000018,35%,21%,81%,63%,71%,49%,58%,71%,70%,63%,70%,30%,40%,73%,71%,41%,39%,32%,62%,33%,29%,47%,82%,80%,90%,67%,72%,57%,71%,82%,39%,18%,74%,74%
Lincolnshire,E10000019,35%,21%,27%,72%,56%,16%,25%,74%,62%,50%,57%,40%,11%,39%,40%,37%,17%,67%,35%,33%,29%,33%,51%,53%,39%,80%,82%,87%,31%,35%,16%,11%,23%,60%
Norfolk,E10000020,35%,59%,56%,58%,71%,18%,25%,59%,46%,51%,20%,21%,11%,60%,66%,41%,46%,37%,42%,33%,19%,28%,46%,54%,48%,70%,68%,70%,58%,30%,29%,21%,69%,67%
North Yorkshire,E10000023,76%,68%,18%,63%,84%,64%,38%,20%,57%,68%,0%,79%,21%,71%,77%,89%,80%,34%,62%,6%,15%,43%,62%,78%,79%,40%,53%,63%,66%,38%,77%,29%,82%,77%
Nottinghamshire,E10000024,24%,21%,35%,75%,60%,19%,31%,56%,65%,45%,62%,61%,40%,50%,36%,35%,12%,26%,35%,33%,36%,42%,60%,60%,56%,40%,48%,26%,33%,84%,40%,76%,62%,65%
Oxfordshire,E10000025,72%,28%,81%,21%,79%,90%,58%,45%,80%,83%,89%,60%,33%,89%,87%,96%,94%,26%,98%,33%,34%,80%,84%,89%,86%,61%,61%,47%,87%,34%,88%,86%,73%,67%
Somerset,E10000027,37%,62%,22%,43%,87%,40%,35%,94%,70%,52%,18%,17%,21%,67%,74%,59%,66%,70%,78%,61%,34%,25%,61%,70%,54%,80%,84%,77%,71%,28%,65%,29%,78%,50%
Staffordshire,E10000028,41%,58%,56%,72%,49%,56%,26%,84%,87%,90%,93%,13%,63%,44%,46%,47%,17%,47%,70%,33%,20%,50%,36%,65%,74%,45%,45%,28%,54%,79%,32%,12%,31%,71%
Suffolk,E10000029,43%,59%,56%,39%,91%,33%,43%,17%,67%,61%,49%,9%,11%,77%,71%,87%,57%,20%,31%,33%,34%,36%,55%,70%,59%,80%,65%,59%,74%,19%,30%,70%,63%,69%
Surrey,E10000030,22%,28%,56%,10%,87%,87%,82%,90%,88%,73%,2%,88%,85%,91%,90%,93%,96%,48%,92%,18%,44%,93%,92%,94%,95%,61%,61%,66%,94%,34%,83%,80%,80%,90%
Warwickshire,E10000031,89%,58%,11%,61%,95%,67%,72%,62%,66%,66%,84%,84%,40%,53%,53%,33%,55%,73%,81%,33%,9%,69%,68%,70%,70%,80%,61%,63%,64%,60%,66%,75%,71%,62%
West Sussex,E10000032,43%,28%,84%,17%,49%,61%,62%,74%,94%,95%,29%,71%,6%,79%,71%,54%,46%,26%,86%,33%,71%,61%,56%,78%,86%,40%,61%,34%,80%,35%,75%,67%,64%,78%
Worcestershire,E10000034,93%,58%,56%,57%,76%,61%,88%,99%,53%,64%,57%,21%,11%,60%,55%,72%,76%,16%,62%,33%,40%,41%,43%,67%,62%,45%,42%,47%,65%,21%,31%,61%,64%,78%
North East,E12000001,37%,68%,9%,93%,17%,23%,23%,43%,20%,7%,17%,12%,76%,16%,15%,11%,11%,38%,17%,18%,36%,14%,5%,30%,9%,38%,35%,32%,8%,40%,25%,29%,29%,17%
North West,E12000002,31%,22%,18%,82%,36%,40%,68%,45%,18%,18%,49%,21%,33%,19%,19%,24%,29%,78%,67%,33%,34%,40%,24%,30%,16%,38%,42%,32%,12%,40%,32%,29%,37%,14%
Yorkshire and Humberside,E12000003,41%,52%,22%,84%,38%,39%,51%,14%,14%,14%,14%,11%,17%,28%,25%,18%,27%,44%,41%,33%,17%,32%,13%,30%,17%,30%,33%,28%,20%,40%,34%,29%,34%,20%
East Midlands,E12000004,31%,21%,35%,68%,56%,28%,62%,23%,26%,30%,62%,21%,21%,42%,38%,32%,26%,40%,38%,33%,24%,33%,46%,30%,45%,55%,68%,59%,32%,40%,29%,29%,39%,50%
West Midlands,E12000005,76%,58%,35%,69%,30%,42%,65%,44%,18%,47%,57%,20%,21%,30%,32%,31%,30%,71%,30%,61%,43%,41%,14%,30%,12%,43%,48%,34%,26%,40%,21%,29%,25%,29%
East of England,E12000006,67%,59%,63%,30%,68%,45%,68%,50%,64%,57%,68%,60%,33%,64%,63%,67%,60%,30%,72%,33%,31%,66%,62%,30%,61%,60%,57%,53%,67%,40%,33%,29%,68%,64%
London,E12000007,75%,16%,81%,6%,23%,93%,97%,11%,52%,84%,77%,87%,85%,67%,77%,54%,60%,94%,15%,91%,86%,91%,42%,30%,14%,20%,20%,28%,65%,40%,60%,29%,14%,12%
South East,E12000008,43%,28%,72%,22%,60%,69%,75%,45%,52%,50%,16%,77%,63%,75%,71%,75%,68%,40%,71%,33%,60%,75%,58%,30%,74%,45%,45%,49%,70%,40%,72%,29%,72%,63%
South West,E12000009,37%,62%,63%,33%,79%,58%,50%,59%,55%,51%,20%,67%,28%,67%,71%,71%,65%,32%,78%,61%,60%,39%,63%,30%,61%,66%,58%,63%,64%,40%,76%,29%,72%,53%
England,E92000001,43%,33%,35%,45%,40%,61%,79%,29%,31%,32%,29%,42%,40%,47%,46%,47%,46%,69%,42%,61%,43%,61%,32%,30%,38%,42%,45%,41%,33%,40%,39%,29%,38%,27%
Antrim and Newtownabbey,N09000001,48%,33%,35%,45%,60%,53%,17%,29%,31%,32%,29%,42%,40%,35%,36%,19%,22%,49%,42%,1%,6%,29%,34%,30%,21%,66%,79%,68%,35%,40%,41%,29%,43%,30%
Armagh Banbridge and Craigavon,N09000002,48%,33%,35%,45%,60%,53%,10%,29%,31%,32%,29%,42%,40%,44%,48%,30%,57%,49%,42%,1%,4%,29%,22%,30%,21%,80%,65%,52%,35%,40%,41%,29%,43%,30%
Belfast,N09000003,48%,33%,35%,45%,60%,53%,33%,29%,31%,32%,29%,42%,40%,3%,5%,1%,17%,49%,42%,6%,44%,29%,19%,30%,21%,15%,18%,12%,35%,40%,41%,29%,43%,30%
Causeway Coast and Glens,N09000004,48%,33%,35%,45%,60%,53%,6%,29%,31%,32%,29%,42%,40%,53%,36%,58%,10%,49%,42%,0%,9%,29%,19%,30%,21%,87%,94%,94%,35%,40%,41%,29%,43%,30%
Derry and Strabane,N09000005,48%,33%,35%,45%,60%,53%,13%,29%,31%,32%,29%,42%,40%,20%,17%,14%,29%,49%,42%,2%,8%,29%,18%,30%,21%,84%,82%,57%,35%,40%,41%,29%,43%,30%
Fermanagh and Omagh,N09000006,48%,33%,35%,45%,60%,53%,24%,29%,31%,32%,29%,42%,40%,42%,48%,19%,51%,49%,42%,0%,4%,29%,22%,30%,21%,93%,97%,98%,35%,40%,41%,29%,43%,30%
Lisburn and Castlereagh,N09000007,48%,33%,35%,45%,60%,53%,16%,29%,31%,32%,29%,42%,40%,67%,51%,54%,93%,49%,42%,1%,19%,29%,54%,30%,21%,88%,88%,84%,35%,40%,41%,29%,43%,30%
Mid and East Antrim,N09000008,48%,33%,35%,45%,60%,53%,2%,29%,31%,32%,29%,42%,40%,39%,27%,18%,15%,49%,42%,0%,8%,29%,27%,30%,21%,26%,87%,57%,35%,40%,41%,29%,43%,30%
Mid Ulster,N09000009,48%,33%,35%,45%,60%,53%,29%,29%,31%,32%,29%,42%,40%,50%,46%,53%,16%,49%,42%,3%,5%,29%,25%,30%,21%,93%,96%,97%,35%,40%,41%,29%,43%,30%
Newry Mourne and Down,N09000010,48%,33%,35%,45%,60%,53%,80%,29%,31%,32%,29%,42%,40%,44%,48%,40%,28%,49%,42%,2%,13%,29%,16%,30%,21%,91%,94%,97%,35%,40%,41%,29%,43%,30%
Ards and North Down,N09000011,48%,33%,35%,45%,60%,53%,3%,29%,31%,32%,29%,42%,40%,50%,38%,59%,35%,49%,42%,0%,49%,29%,36%,30%,21%,69%,57%,73%,35%,40%,41%,29%,43%,30%
Northern Ireland,N92000002,48%,33%,35%,45%,60%,53%,21%,29%,31%,32%,29%,42%,40%,34%,29%,24%,34%,49%,42%,1%,10%,29%,25%,30%,21%,73%,80%,75%,35%,40%,41%,29%,43%,30%
